,index,smiles,comp.ID,CAS-RN,formula,mass,name,line,phases
100564,100565,CCCCCCCCCCCC/C1=C/C2=C3/C4=C(C=C5C(=O)N(C6=C(C(C)C)C=CC=C6C(C)C)C(=O)/C6=C/C7=C(/C8=C(C=CC1=C83)\C(CCCCCCCCCC)=C/7)C4=C56)\C=C2\CCCCCCCCCC,123023.0,,C70H91N1O2,978.477,,,Cr <0 Dho 160 is
100623,100624,CCCCCCCCOC1=CC(C2=CC=C(C3=CC=C(CCCCC)C=C3)C=C2)=C(F)C(F)=C1F,123082.0,,C31H37F3O1,482.62,,,Cr 63 Dh 74.5 is
100624,100625,CCCCCCCCCCOC1=CC(C2=CC=C(C3=CC=C(CCCCCCC)C=C3)C=C2)=C(F)C(F)=C1F,123083.0,,C35H45F3O1,538.726,,,Cr 71 Dh 78 is
100788,100789,CCCCCCOC1=C(OCCCCCC)C=C2C(=C1)C1=CC(Br)=C(Br)C=C1C1=CC(OCCCCCC)=C(OCCCCCC)C=C12,123247.0,,C42H58Br2O4,786.716,,,Cr 130 Dh 141 is
100789,100790,CCCCCCOC1=C(OCCCCCC)C=C2C(=C1)C1=CC(OCCCCCC)=C(OCCCCCC)C=C1C1=CC(SCCCCCC)=C(SCCCCCC)C=C21,123248.0,,C54H84O4S2,861.372,,,Cr 86 Dh 81 is
100792,100793,CCCCCCOC1=C(Br)C=C2C(=C1)C1=CC(OCCCCCC)=C(Br)C=C1C1=CC(OCCCCCC)=C(OCCCCCC)C=C21,123251.0,,C42H58Br2O4,786.716,,,Cr 40 Dh 179 is
100793,100794,CCCCCCOC1=C(OCCCCCC)C=C2C(=C1)C1=CC(SCCCCCC)=C(OCCCCCC)C=C1C1=CC(OCCCCCC)=C(SCCCCCC)C=C21,123252.0,,C54H84O4S2,861.372,,,Cr 24 Dh 102 is
100796,100797,CCCCCCOC1=C(Br)C=C2C3=CC(Br)=C(OCCCCCC)C=C3C3=CC(OCCCCCC)=C(OCCCCCC)C=C3C2=C1,123255.0,,C42H58Br2O4,786.716,,,Cr 63 Dh 179 is
100797,100798,CCCCCCOC1=C(OCCCCCC)C=C2C(=C1)C1=CC(OCCCCCC)=C(SCCCCCC)C=C1C1=CC(SCCCCCC)=C(OCCCCCC)C=C21,123256.0,,C54H84O4S2,861.372,,,Cr 45 Dh 123 is
100801,100802,CCCCCCOC1=C(SCCCCCC)C=C2C(=C1)C1=CC(OCCCCCC)=C(SCCCCCC)C=C1C1=CC(SCCCCCC)=C(SCCCCCC)C=C21,123260.0,,C54H84O2S4,893.504,,,Cr 72 X 38 Dh 111 is
100805,100806,CCCCCCOC1=C(SCCCCCC)C=C2C(=C1)C1=CC(SCCCCCC)=C(SCCCCCC)C=C1C1=CC(OCCCCCC)=C(SCCCCCC)C=C12,123264.0,,C54H84O2S4,893.504,,,Cr 54 Dh 100.5 is
100810,100811,CCCCCCCCCCCCC1=CC=C(CCCCCCCCCCCC)C2=C1OC1=CC3=C(C=C1O2)C1=N\C3=N/C2=C3\C=C4OC5=C(OC4=C\C3=C(/N=C3\N=C(\N=C4/N\C(=N/1)C1=C4C=C4OC6=C(OC4=C1)C(CCCCCCCCCCCC)=CC=C6CCCCCCCCCCCC)C1=C3C=C3OC4=C(OC3=C1)C(CCCCCCCCCCCC)=CC=C4CCCCCCCCCCCC)N2)C(CCCCCCCCCCCC)=CC=C5CCCCCCCCCCCC,123269.0,,C152H218N8O8,2285.406,,,Cr 45 Dh 258 is
100843,100844,CCCCCCCCOC1=CC2=C(C=C1OCCCCCCCC)C1=C(C=C(OCCCCCCCC)C(OCCCCCCCC)=C1)C1=CC3=C(C=C12)C1=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C1C1=CC(OCCCCCCCC)=C(OCCCCCCCC)C=C13,123302.0,,C94H146O8,1404.16,,,Cr 154.6 Dh 251.8 is
100858,100859,CCCCCCCCCCC(O)CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O,123317.0,,C24H46O12,526.615,,,Cr 132 cub 135.9 Dhd 147 is
100863,100864,CCCCCCCCCCC(O)CO[C@H]1[C@H](O)[C@@H](CO)O[C@@]1(CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,123322.0,,C24H46O12,526.615,,,Cr 125 Dhd 147.3 is
100886,100887,CCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCC)C=C(CCOC(=O)CC[C@H](NC(=O)C2=CC=C(N(CC3=NC4=C(N=C3)N=C(N)NC4=O)C(=O)C(F)(F)F)C=C2)C(=O)OCCC2=CC(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C=C2)C=C1,123345.0,,C93H146F3N7O11,1595.19,,,Cr ? Dho 36 Dhd 226 N 232 is
100888,100889,CCCCCCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCCCCCC)C=C(CCOC(=O)CC[C@H](NC(=O)C2=CC=C(N(CC3=NC4=C(N=C3)N=C(N)NC4=O)C(=O)C(F)(F)F)C=C2)C(=O)OCCC2=CC(OCCCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCCCC)C=C2)C=C1,123347.0,,C109H178F3N7O11,1819.615,,,Cr ? Dho 63 Dhd 207 N 225 is
100937,100938,CCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCC)C(C)=C1,123396.0,,C23H38N2O2,374.56,,,Cr 180 D 239 is
100938,100939,CCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCC)C(C)=C1,123397.0,,C25H42N2O2,402.613,,,Cr 126 D 227 is
100939,100940,CCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCC)C(C)=C1,123398.0,,C27H46N2O2,430.666,,,Cr 137 D 214 is
100940,100941,CCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCC)C(C)=C1,123399.0,,C29H50N2O2,458.72,,,Cr 121 D 204 is
100941,100942,CCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCC)C(C)=C1,123400.0,,C31H54N2O2,486.773,,,Cr 125 D 194 N 192 is
100942,100943,CCCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCCC)C(C)=C1,123401.0,,C33H58N2O2,514.826,,,Cr 124 D 189 N 184 is
100943,100944,CCCCCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCCCCC)C(C)=C1,123402.0,,C37H66N2O2,570.932,,,Cr 126 D 174 N 174 is
100944,100945,CCCCCCCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCCCCCCC)C(C)=C1,123403.0,,C41H74N2O2,627.038,,,Cr 127 D 162 N 163 is
100945,100946,CCCCCCCCCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCCCCCCCCC)C(C)=C1,123404.0,,C45H82N2O2,683.145,,,Cr 122 D 153 N 154 is
100947,100948,CCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCC)C(C)=C1C,123406.0,,C24H40N2O2,388.587,,,Cr 297 D 309 is
100954,100955,CCCCCCCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCCCCCCC)C(C)=C1C,123413.0,,C42H76N2O2,641.065,,,Cr 139 D 225 is
100955,100956,CCCCCCCCCCCCCCCCCC(=O)NC1=C(C)C(C)=C(NC(=O)CCCCCCCCCCCCCCCCC)C(C)=C1C,123414.0,,C46H84N2O2,697.171,,,Cr 113 D 216 is
101038,101039,CCCCOC1=C(OCCCC)C=C2C(=C1)C1=CC(OCCCC)=C(OCCCC)C=C1C1=C([N+](=O)[O-])C(OCCOC(=O)C3=CC(C(=O)OCCOC4=C(OCCCC)C=C5C6=CC(OCCCC)=C(OCCCC)C=C6C6=CC(OCCCC)=C(OCCCC)C=C6C5=C4[N+](=O)[O-])=CC(C(=O)OCCOC4=C(OCCCC)C=C5C6=CC(OCCCC)=C(OCCCC)C=C6C6=CC(OCCCC)=C(OCCCC)C=C6C5=C4[N+](=O)[O-])=C3)=C(OCCCC)C=C21,123497.0,,C129H165N3O30,2237.693,,,Cr' 161.1 Cr 181.3 Dh 158.7 is
101043,101044,*C(C#CC(*)CN1C2=C(C=C(CCCCCCCCCCCCCCCC)C=C2)C2=C1C=CC(CCCCCCCCCCCCCCCC)=C2)CN1C2=C(C=C(CCCCCCCCCCCCCCCC)C=C2)C2=C1C=CC(CCCCCCCCCCCCCCCC)=C2,123502.0,,C94H150N2,1308.21,,,Cr ? Dho 85 Dhd 131.3 Dhd >350 is
101044,101045,*C(C#CC(*)CN1C2=C(C=C(CCCCCCCCCCCC)C=C2)C2=C1C=CC(CCCCCCCCCCCC)=C2)CN1C2=C(C=C(CCCCCCCCCCCC)C=C2)C2=C1C=CC(CCCCCCCCCCCC)=C2,123503.0,,C78H118N2,1083.785,,,Cr ? Dhd >350 is
101137,101138,CCCCCCCCCCOC1=CC=C(C2=CC(CCOCCOCCOCC(O)CO)=C(C3=CC=C(OCCCCCCCCCC)C=C3)C=C2)C=C1,123596.0,,C47H72O7,749.07,,,Cr 54 Dh 40 A 46 is
101138,101139,CCCCCCCCCCOC1=CC=C(C2=CC(CCOCCOCCOCCOCC(O)CO)=C(C3=CC=C(OCCCCCCCCCC)C=C3)C=C2)C=C1,123597.0,,C49H76O8,793.123,,,Cr 45 Dh 40 is
101158,101159,CCCCCCCC1=CC=C(CCCCCCC)C2=C3/N=C4\N=C(/N=C5\N/C(=N\C6=N/C(=N\C(=C12)N3)C1=C6C(CCCCO)=CC=C1CCCCO)C1=C5C(CCCCCCC)=CC=C1CCCCCCC)C1=C4C(CCCCCCC)=CC=C1CCCCCCC,123617.0,,C82H118N8O2,1247.867,,,Cr 109 D 152 is
101161,101162,CCCCCCCCCC1=CC=C(CCCCCCCCC)C2=C3/N=C4\N=C(/N=C5\N/C(=N\C6=N/C(=N\C(=C12)N3)C1=C6C(CCCCO)=CC=C1CCCCO)C1=C5C(CCCCCCCCC)=CC=C1CCCCCCCCC)C1=C4C(CCCCCCCCC)=CC=C1CCCCCCCCC,123620.0,,C94H142N8O2,1416.186,,,Cr 103 D 112 D 122 is
101164,101165,CCCCCCCCCC1=CC=C(CCCCCCCCC)C2=C1C1=N3/C2=N\C2=C4C(CCCCCCCCC)=CC=C(CCCCCCCCC)C4=C4N=C5C6=C(C(CCCCO)=CC=C6CCCCO)C6=N5~[Cu]~3(N42)N2/C(=N\6)C3=C(C(CCCCCCCCC)=CC=C3CCCCCCCCC)/C2=N/1,123623.0,,C94H140Cu1N8O2,1477.716,,,Cr 137 D 158 D 165 is
101346,101347,CCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=CC=C(OCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123805.0,,C46H46O10,758.851,,,Cr 142 Dr 134 is
101347,101348,CCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=CC=C(OCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123806.0,,C54H62O10,871.064,,,Cr 102 Dob 137 is
101354,101355,CCCCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=C(F)C=C(OCCCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123813.0,,C58H69F1O10,945.161,,,Cr 112.5 Dob 123.5 is
101355,101356,CCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=C(F)C=C(OCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123814.0,,C54H61F1O10,889.055,,,Cr 116 Dob 120 is
101356,101357,CCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=C(F)C=C(OCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123815.0,,C50H53F1O10,832.948,,,Cr 123 Dob 118.5 is
101357,101358,CCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=C(F)C=C(OCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123816.0,,C46H45F1O10,776.842,,,Cr 131 Dr 114 is
101360,101361,CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C(C=C(OCCCCCC)C(OCCCCCC)=C1)C1=NC3=CC(C(=O)OC)=CC=C3N=C12,123819.0,,C46H62N2O6,738.994,,,Cr 111.3 Dhd 200.6 is
101361,101362,CCCCCCCCOC1=CC2=C(C=C1OCCCCCCCC)C1=C(C=C(OCCCCCCCC)C(OCCCCCCCC)=C1)C1=NC3=CC(C(=O)OC)=CC=C3N=C12,123820.0,,C54H78N2O6,851.207,,,Cr 107.5 Dhd 161.6 is
101362,101363,CCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCC)C1=C(C=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C1)C1=NC3=CC(C(=O)OC)=CC=C3N=C12,123821.0,,C62H94N2O6,963.42,,,Cr 97.9 Dhd 136.5 is
101363,101364,CCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCC)C1=C(C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C1)C1=NC3=CC(C(=O)OC)=CC=C3N=C12,123822.0,,C70H110N2O6,1075.632,,,Cr 77.3 Dhd 106.3 is
101364,101365,CCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCC)C1=C(C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C1)C1=NC3=CC(C(=O)O)=CC=C3N=C12,123823.0,,C69H108N2O6,1061.606,,,Cr 121.6 Dr 196.3 N 209.4 is
101365,101366,CCCCCCC1=CC=C(N2=CC3=C(C=C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C3CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Pd+]~23~[Cl-]~[Pd+]2(C4=C(/C=N~2/C2=CC=C(CCCCCC)C=C2)C(CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C4)~[Cl-]~3)C=C1,123824.0,,C98H110Cl2F54N2O4Pd2,2689.553,,,Cr 100.7 Dh 164.5 is
101366,101367,CCCCCCC1=CC=C(N2=CC3=C(C=C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C3CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[Pd+]~23~[Cl-]~[Pd+]2(C4=C(/C=N~2/C2=CC=C(CCCCCC)C=C2)C(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C4)~[Cl-]~3)C=C1,123825.0,,C98H86Cl2F78N2O4Pd2,3121.324,,,Cr 115.3 Dh 226.7 is
101372,101373,CCCCCCCCCCCCOC1=CC(/C=C/C2=CC=C(/C=C/C3=CC(C=O)=CC(/C=C/C4=CC=C(/C=C/C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,123831.0,,C111H174O7,1620.565,,,Cr' 89 Cr 96 Dh 104 is
101373,101374,CCCCCCCCCCCCOC1=CC(/C=C/C2=CC=C(/C=C/C3=CC(/C=C/C4=CC=C(/C=C/C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=CC(/C=C/C4=CC=C(OC)C=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,123832.0,,C119H182O7,1724.714,,,Cr -42 Dh 0 is
101375,101376,CCCCCCCCCCCCOC1=CC(/C=C/C2=CC=C(/C=C/C3=CC(/C=C/C4=CC=CC=C4)=CC(/C=C/C4=CC=C(/C=C/C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,123834.0,,C118H180O6,1694.688,,,Cr -21 Dh 29 X 43 Cr 80 is
101376,101377,CCCCCCCCCCCCOC1=CC(/C=C/C2=CC=C(/C=C/C3=CC(/C=C/C4=CC=C(Br)C=C4)=CC(/C=C/C4=CC=C(/C=C/C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,123835.0,,C118H179Br1O6,1773.584,,,X -48 Tg 12 Dh 65 is
101377,101378,CCCCCCCCCCCCOC1=CC(/C=C/C2=CC=C(/C=C/C3=CC(/C=C/C4=CC=C(C#N)C=C4)=CC(/C=C/C4=CC=C(/C=C/C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,123836.0,,C119H179N1O6,1719.698,,,X -41 Tg 28 Dh 92 is
101379,101380,CCCCCCCCCCCCOC1=CC(/C=C/C2=CC=C(/C=C/C3=CC(/C=C/C4=CC=C(C=O)C=C4)=CC(/C=C/C4=CC=C(/C=C/C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,123838.0,,C119H180O7,1722.698,,,X -35 Tg 24 Dh 98 is
101397,101398,CCCCCCCCCCOC1=CC=C(C2=O~[Pd]3(OC(C4=CC=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C4)=C2)C2=C(C=N~3C3=CC=C(CCCCCC)C=C3)C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C2)C=C1,123856.0,,C94H126F27N1O8Pd1,2017.365,,,Cr 83.6 Dh 156.1 is
101398,101399,CCCCCCCCCCOC1=CC=C(C2=O~[Pd]3(OC(C4=CC=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C4)=C2)C2=C(C=N~3C3=CC=C(CCCCCC)C=C3)C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C2)C=C1,123857.0,,C94H114F39N1O8Pd1,2233.251,,,Cr 81.5 Dh 208 dec
101399,101400,CCCCCCCCCCOC1=CC=C(C2=CC(C3=CC=C(OCCCCCCCCCC)C=C3)=O~[Pd]3(O2)C2=C(C=N~3C3=CC=C(CCCCCC)C=C3)C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C2)C=C1,123858.0,,C84H94F39N1O7Pd1,2076.985,,,Cr 85.2 Dh 200.9 is
101400,101401,CCCCCCCCCCOC1=CC=C(C2=CC(C3=CC=C(OCCCCCCCCCC)C=C3)=O~[Pd]3(O2)C2=C(C=N~3C3=CC=C(CCCCCC)C=C3)C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C2)C=C1,123859.0,,C84H106F27N1O7Pd1,1861.1,,,Cr 67.4 N 27 X 40.4 D 96.3 is
101407,101408,CCCCCCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(C(=O)OC3=CC=C(Cl)C(OC(=O)C4=CC=C(C(=O)OC5=CC=C(OCCCCCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123866.0,,C62H77Cl1O10,1017.722,,,Cr 105 X 134 D 138 X 139.5 A 144 is
101408,101409,CCCCCCCCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(C(=O)OC3=CC=C(Cl)C(OC(=O)C4=CC=C(C(=O)OC5=CC=C(OCCCCCCCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123867.0,,C66H85Cl1O10,1073.828,,,Cr 108 X 130 D 135 X 138.5 A 145.5 is
101409,101410,CCCCCCCCCCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(C(=O)OC3=CC=C(Cl)C(OC(=O)C4=CC=C(C(=O)OC5=CC=C(OCCCCCCCCCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123868.0,,C70H93Cl1O10,1129.934,,,Cr 107 X 123 D 128 X 134 A 142.5 is
101410,101411,CCCCCCCCCCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(C(=O)OC3=CC=C(Br)C(OC(=O)C4=CC=C(C(=O)OC5=CC=C(OCCCCCCCCCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,123869.0,,C66H85Br1O10,1118.279,,,Cr 98 X 117 D 119.5 X 124 A 136 is
101417,101418,CCCCCCCCCCOC1=CC=C(C2=CC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=O~[Pt]3(O2)C2=CC(OCCCCCCCCCC)=CC=C2C2=N~3C=C(CCCCCCC)C=N2)C=C1,123876.0,,C82H132N2O7Pt1,1453.013,,,Cr 62 Dh 75 is
101418,101419,CCCCCCCCCCOC1=CC=C(C2=CC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=O~[Pd]3(O2)C2=CC(OCCCCCCCCCC)=CC=C2C2=N~3C=C(CCCCCCC)C=N2)C=C1,123877.0,,C82H132N2O7Pd1,1364.335,,,Cr 59 Dh 76 is
101419,101420,CCCCCCCCCCOC1=CC=C2C(=C1)[Pt]1(OC(C3=CC=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=CC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=O~1)~N1=C2N=CC(CCCCCCC)=C1,123878.0,,C92H152N2O8Pt1,1609.278,,,Cr 74 Dh 151 is
101420,101421,CCCCCCCCCCOC1=CC=C2C(=C1)[Pd]1(OC(C3=CC=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=CC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=O~1)~N1=C2N=CC(CCCCCCC)=C1,123879.0,,C92H152N2O8Pd1,1520.6,,,Cr 72 Dh 134 is
101421,101422,CCCCCCCCCCOC1=CC=C2C(=C1)[Pt]1(OC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=CC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=O~1)~N1=C2N=CC(CCCCCCC)=C1,123880.0,,C102H172N2O9Pt1,1765.543,,,Cr 76 Dh 170 is
101422,101423,CCCCCCCCCCOC1=CC=C2C(=C1)[Pd]1(OC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=CC(C3=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=O~1)~N1=C2N=CC(CCCCCCC)=C1,123881.0,,C102H172N2O9Pd1,1676.865,,,Cr 79 Dh 163 is
101423,101424,CCCCCCCCCCOC1=CC=C2C(=C1)[Pt]1(OC(C3=CC=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=CC(C3=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C3)=O~1)~N1=C2N=CC(CCCCCCC)=C1,123882.0,,C80H128N2O8Pt1,1440.959,,,Cr 78 Dh 134 is
101424,101425,CCCCCCCCCCOC1=CC=C2C(=C1)[Pd]1(OC(C3=CC=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C3)=CC(C3=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C3)=O~1)~N1=C2N=CC(CCCCCCC)=C1,123883.0,,C80H128N2O8Pd1,1352.281,,,Cr 75 Dh 116 is
101475,101476,CCCCCCCCCCCCSC1=C(SCCCCCCCCCCCC)/C2=N/C3=C(SCCCCCCCCCCCC)C(SCCCCCCCCCCCC)=C4/N=C5/C(SCCCCCCCCCCCC)=C(SCCCCCCCCCCCC)C6=N5~[Co]5(N34)N3/C(=N\C1=N2~5)C(SCCCCCCCCCCCC)=C(SCCCCCCCCCCCC)/C3=N/6,123934.0,,C112H200Co1N8S8,1974.293,,,Cr 80 Dh 127 is
101568,101569,CCCCCCCCOC1=CC=C(C2=CC=C(C3=NC(N)=NC(N)=N3)C=C2)C=C1OCCCCCCCC,124027.0,,C31H45N5O2,519.721,,,Cr 110 Dh 143 is
101569,101570,CCCCCCCCCCCCOC1=CC=C(C2=CC=C(C3=NC(N)=NC(N)=N3)C=C2)C=C1OCCCCCCCCCCCC,124028.0,,C39H61N5O2,631.934,,,Cr 106 Dh 158 is
101573,101574,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(COCCCCCCCCCCC)=CC(C(=O)OC2=CC=C(C3=CC=C(OC(=O)C4=CC=C(OCCCCCCCCCCC[Si](C)(C)O[Si](C)(C)C)C=C4)C=C3)C=C2)=C1,124032.0,,C78H126O9Si2,1264.001,,,Cr 57 Dh 60.5 is
101585,101586,CCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(C(=O)OC3=CC(OC(=O)C4=CC=C(OC(=O)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5)C=C4)=CC(OC(=O)C4=CC=C5C=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C6)C=CC5=C4)=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,124044.0,,C160H248O21,2507.669,,,Cr ? Dh 65.1 is
